carat,cut,color,clarity,depth,table,x,y,z,carat_log,table_log,PredictedPrice
0.33,Premium,I,VVS1,62.5,61.0,4.42,4.38,2.75,0.2851789422336624,4.127134385045092,722.7286606289108
0.33,Premium,D,SI1,60.3,58.0,4.49,4.47,2.7,0.2851789422336624,4.07753744390572,724.0280540949855
0.33,Premium,D,SI1,60.0,59.0,4.5,4.47,2.69,0.2851789422336624,4.0943445622221,726.418678405788
0.33,Ideal,D,SI1,62.5,54.0,4.44,4.43,2.77,0.2851789422336624,4.007333185232471,748.452480849366
0.33,Premium,D,SI1,60.1,59.0,4.49,4.46,2.69,0.2851789422336624,4.0943445622221,722.2404045424897
0.33,Ideal,D,SI1,62.8,56.0,4.43,4.39,2.77,0.2851789422336624,4.04305126783455,751.7034572649524
0.33,Ideal,D,SI1,62.7,55.0,4.44,4.4,2.77,0.2851789422336624,4.02535169073515,750.6238869346388
0.33,Premium,G,SI1,61.5,60.0,4.44,4.41,2.72,0.2851789422336624,4.110873864173311,619.7470531027917
0.33,Ideal,D,SI1,62.4,54.0,4.44,4.41,2.76,0.2851789422336624,4.007333185232471,740.4542021355164
0.33,Ideal,D,SI1,62.8,55.0,4.45,4.41,2.78,0.2851789422336624,4.02535169073515,760.8286108065248
0.33,Premium,D,SI1,60.4,60.0,4.46,4.41,2.68,0.2851789422336624,4.110873864173311,707.1099471449648
0.32,Ideal,E,SI1,61.4,57.0,4.46,4.4,2.72,0.2776317365982795,4.060443010546419,703.1052972626379
0.7,Very Good,F,VS1,61.3,54.0,4.63,4.65,2.84,0.5306282510621704,4.007333185232471,889.1382051311097
0.32,Ideal,F,VS2,61.4,55.0,4.43,4.46,2.73,0.2776317365982795,4.02535169073515,757.2672935373007
0.32,Ideal,F,VS2,61.4,55.0,4.42,4.44,2.72,0.2776317365982795,4.02535169073515,746.0428412835729
0.33,Ideal,D,VS2,62.1,56.0,4.44,4.48,2.77,0.2851789422336624,4.04305126783455,863.9445355790676
0.33,Ideal,D,VS2,62.1,54.0,4.43,4.46,2.76,0.2851789422336624,4.007333185232471,838.8561798273363
0.33,Ideal,D,VS2,61.8,56.0,4.45,4.48,2.76,0.2851789422336624,4.04305126783455,860.8870733587014
0.33,Premium,D,VS2,60.7,58.0,4.46,4.5,2.72,0.2851789422336624,4.07753744390572,823.6057393575264
0.33,Very Good,D,VS2,62.8,54.0,4.43,4.46,2.79,0.2851789422336624,4.007333185232471,832.0603726828303
0.33,Very Good,E,VS1,61.6,56.0,4.43,4.46,2.74,0.2851789422336624,4.04305126783455,825.750347083477
0.7,Ideal,D,VS2,62.3,57.0,4.41,4.45,2.76,0.5306282510621704,4.060443010546419,795.210260956565
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.54,2.69,0.2851789422336624,4.060443010546419,708.8397939039562
0.33,Ideal,D,SI1,60.9,55.0,4.47,4.5,2.73,0.2851789422336624,4.02535169073515,747.9052991801149
0.7,Ideal,D,VS2,61.9,53.0,4.46,4.49,2.77,0.5306282510621704,3.9889840465642745,799.801988510277
0.33,Premium,E,VS1,60.9,58.0,4.45,4.49,2.72,0.2851789422336624,4.07753744390572,832.8818019575509
0.33,Ideal,D,VS2,62.3,57.0,4.43,4.46,2.77,0.2851789422336624,4.060443010546419,863.8427189709475
0.33,Ideal,D,VS2,62.6,56.0,4.39,4.43,2.76,0.2851789422336624,4.04305126783455,833.16834926696
0.33,Ideal,D,VS2,61.8,56.0,4.4,4.44,2.73,0.2851789422336624,4.04305126783455,818.6454869033591
0.33,Premium,E,VS1,61.6,58.0,4.41,4.45,2.73,0.2851789422336624,4.07753744390572,820.3286522632948
0.33,Ideal,D,VS2,62.5,55.0,4.41,4.45,2.77,0.2851789422336624,4.02535169073515,843.1555159516807
0.33,Ideal,E,VS1,61.7575931301403,57.0,4.48,4.52,2.71,0.2851789422336624,4.060443010546419,866.0503677992066
0.33,Ideal,D,VS2,60.7,57.0,4.46,4.5,2.72,0.2851789422336624,4.060443010546419,846.5369437176099
0.33,Ideal,E,VS1,62.6,57.0,4.4,4.42,2.76,0.2851789422336624,4.060443010546419,855.6761827780739
0.33,Premium,G,VS1,61.5,59.0,4.42,4.46,2.73,0.2851789422336624,4.0943445622221,749.1908919380132
0.7,Ideal,D,VS2,61.9,57.0,4.42,4.47,2.75,0.5306282510621704,4.060443010546419,794.7830999158405
0.33,Ideal,G,SI1,62.7,57.0,4.38,4.45,2.77,0.2851789422336624,4.060443010546419,640.6435054238395
0.33,Ideal,G,VS2,60.9,55.0,4.46,4.5,2.73,0.2851789422336624,4.02535169073515,720.5748992497439
0.33,Ideal,D,VS2,61.7575931301403,56.0,4.42,4.47,2.76,0.2851789422336624,4.04305126783455,848.362868118031
0.33,Ideal,D,VS2,62.5,56.0,4.43,4.46,2.78,0.2851789422336624,4.04305126783455,864.4088211463603
0.33,Ideal,D,VS2,61.9,56.0,4.42,4.44,2.74,0.2851789422336624,4.04305126783455,832.066539732932
0.33,Premium,D,VS2,61.2,57.0,4.41,4.44,2.71,0.2851789422336624,4.060443010546419,787.5129302913742
0.4,Ideal,I,VVS2,63.7,58.0,4.64,4.68,2.97,0.33647223662121295,4.07753744390572,921.3039448918834
0.35,Ideal,F,VS1,61.9,55.0,4.53,4.58,2.82,0.3001045924503381,4.02535169073515,917.6328304603106
0.36,Ideal,E,VS1,60.9,57.0,4.6,4.63,2.81,0.3074846997479606,4.060443010546419,992.7867416242642
0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,0.3852624007906449,3.9889840465642745,831.8021689951281
0.47,Ideal,H,SI2,61.8,54.0,5.01,5.05,3.11,0.3852624007906449,4.007333185232471,845.9687688093613
0.7,Very Good,F,VVS1,61.7575931301403,55.0,4.32,4.35,2.68,0.5306282510621704,4.02535169073515,799.0690340407918
0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,0.3074846997479606,4.007333185232471,969.0402554441042
0.43,Ideal,H,SI1,61.9,55.0,4.84,4.88,3.01,0.35767444427181594,4.02535169073515,866.5734860943157
0.32,Ideal,H,IF,61.9,54.2,4.38,4.42,2.72,0.2776317365982795,4.01096295328305,858.79888269716
0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,0.3293037471426004,4.060443010546419,988.4630564042035
0.7,Very Good,E,VS1,63.5,59.0,4.55,4.59,2.9,0.5306282510621704,4.0943445622221,959.5403910447047
0.34,Very Good,E,VS1,62.3,53.0,4.47,4.52,2.8,0.29266961396282,3.9889840465642745,866.7765254039655
0.42,Very Good,D,SI1,62.3,58.0,4.8,4.83,3.0,0.3506568716131694,4.07753744390572,1083.2767822016747
0.34,Ideal,F,VVS2,61.7,55.0,4.49,4.52,2.78,0.29266961396282,4.02535169073515,979.2883164123816
0.47,Ideal,G,SI1,62.4,55.0,4.96,5.01,3.11,0.3852624007906449,4.02535169073515,1112.1295021385922
0.4,Good,F,VS2,62.2,61.0,4.71,4.74,2.94,0.33647223662121295,4.127134385045092,1008.9765593002027
0.7,Good,J,VS2,64.3,55.0,4.7,4.66,3.01,0.5306282510621704,4.02535169073515,613.1047615431629
0.41,Premium,J,VS2,61.9,59.0,4.74,4.69,2.92,0.3435897043900769,4.0943445622221,648.8863009766313
0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,0.3435897043900769,4.060443010546419,655.1697781528429
0.41,Very Good,G,SI2,63.4,58.0,4.73,4.7,2.99,0.3435897043900769,4.07753744390572,730.8533244064411
0.41,Good,G,SI2,63.6,54.0,4.74,4.7,3.0,0.3435897043900769,4.007333185232471,697.3837156578356
0.41,Premium,F,SI2,60.9,58.0,4.82,4.8,2.93,0.3435897043900769,4.07753744390572,783.6887824193219
0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,0.3435897043900769,3.9889840465642745,1025.5696070597596
0.44,Very Good,G,SI1,60.3,58.0,4.94,4.99,2.99,0.3646431135879093,4.07753744390572,997.3337264140229
0.7,Ideal,E,VVS2,60.9,57.0,4.32,4.35,2.64,0.5306282510621704,4.060443010546419,787.7718695169206
0.7,Ideal,F,SI1,60.5,57.0,4.61,4.65,2.8,0.5306282510621704,4.060443010546419,745.483026873323
0.31,Ideal,G,IF,62.8,56.0,4.34,4.39,2.74,0.27002713721306015,4.04305126783455,966.7006366692879
0.31,Premium,H,VVS1,61.8,59.0,4.36,4.32,2.68,0.27002713721306015,4.0943445622221,746.1879199085301
0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,0.27002713721306015,4.04305126783455,739.0621125715345
0.7,Ideal,F,VVS2,61.2,57.0,4.4,4.43,2.7,0.5306282510621704,4.060443010546419,832.5844189042926
0.4,Good,G,VS2,61.7575931301403,56.0,4.66,4.72,2.98,0.33647223662121295,4.04305126783455,916.425931926039
0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,0.2776317365982795,4.04305126783455,891.2590001192244
0.32,Ideal,F,VVS2,62.1,54.0,4.41,4.44,2.75,0.2776317365982795,4.007333185232471,910.9112718304426
0.32,Ideal,F,VVS2,61.9,57.0,4.36,4.39,2.71,0.2776317365982795,4.060443010546419,876.9421152321831
0.32,Very Good,F,VVS2,61.8,57.0,4.36,4.41,2.71,0.2776317365982795,4.060443010546419,852.3218122810937
0.4,Good,D,VS2,63.2,57.0,4.65,4.71,2.96,0.33647223662121295,4.060443010546419,1057.2596549261332
0.4,Very Good,F,VS1,62.2,55.0,4.68,4.74,2.93,0.33647223662121295,4.02535169073515,1046.5085793141036
0.39,Ideal,I,VVS2,62.3,54.0,4.66,4.69,2.91,0.3293037471426004,4.007333185232471,864.949093443784
0.28,Ideal,F,VVS2,62.6,55.0,4.2,4.23,2.64,0.2468600779315258,4.02535169073515,753.4320024599825
0.28,Ideal,G,VVS2,62.2,53.0,4.22,4.23,2.63,0.2468600779315258,3.9889840465642745,695.2168657134429
0.28,Ideal,F,VVS2,62.6,54.0,4.21,4.22,2.64,0.2468600779315258,4.007333185232471,749.9925357840254
0.39,Ideal,G,VS2,62.2,53.9,4.66,4.69,2.9,0.3293037471426004,4.005513348515485,902.6966601264953
0.34,Ideal,D,VS1,61.2,58.0,4.45,4.5,2.74,0.29266961396282,4.07753744390572,920.9877261629547
0.28,Ideal,F,IF,62.6,53.0,4.18,4.19,2.62,0.2468600779315258,3.9889840465642745,840.3070388894091
0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,0.3435897043900769,4.04305126783455,672.914406176958
0.3,Premium,G,VS1,62.5,59.0,4.32,4.25,2.68,0.262364264467491,4.0943445622221,673.7115000578592
0.37,Ideal,G,VVS2,62.2,58.0,4.56,4.6,2.85,0.31481073984003355,4.07753744390572,1024.273742356951
0.33,Very Good,H,IF,62.9,58.0,4.38,4.43,2.77,0.2851789422336624,4.07753744390572,888.3748794044764
0.33,Very Good,H,IF,61.7,57.0,4.43,4.45,2.74,0.2851789422336624,4.060443010546419,882.8770284091534
0.3,Good,D,VVS2,63.5,58.0,4.23,4.31,2.71,0.262364264467491,4.07753744390572,851.7247032009227
0.39,Very Good,G,VS2,62.4,56.0,4.64,4.68,2.91,0.3293037471426004,4.04305126783455,885.950831371093
0.39,Good,G,VS2,63.3,57.0,4.61,4.65,2.93,0.3293037471426004,4.060443010546419,864.2330215755022
0.39,Very Good,H,VS1,61.7,57.0,4.65,4.68,2.88,0.3293037471426004,4.060443010546419,840.1783278585923
0.39,Premium,G,VS2,61.2,60.0,4.68,4.73,2.88,0.3293037471426004,4.110873864173311,909.1220744693619
0.39,Good,G,VS2,63.4,57.0,4.63,4.67,2.95,0.3293037471426004,4.060443010546419,887.7546443122447
0.39,Very Good,I,VVS2,63.0,57.0,4.62,4.68,2.93,0.3293037471426004,4.060443010546419,853.8779694453383
0.39,Very Good,G,VS2,60.4,61.0,4.67,4.7,2.83,0.3293037471426004,4.127134385045092,875.3186515504375
0.39,Premium,G,VS2,62.3,59.0,4.65,4.69,2.91,0.3293037471426004,4.0943445622221,907.2077007377748
0.41,Very Good,H,VS1,61.5,55.0,4.8,4.82,2.96,0.3435897043900769,4.02535169073515,955.1725391066105
0.41,Ideal,I,VVS2,61.6,55.0,4.78,4.8,2.95,0.3435897043900769,4.02535169073515,957.5014539308605
0.39,Ideal,H,VS2,61.7575931301403,57.0,4.68,4.71,2.89,0.3293037471426004,4.060443010546419,830.7463370241295
0.41,Ideal,G,SI1,61.2,56.0,4.8,4.84,2.95,0.3435897043900769,4.04305126783455,911.7064596159651
0.35,Ideal,H,VS1,62.0,56.0,4.56,4.54,2.82,0.3001045924503381,4.04305126783455,780.9026485822703
0.35,Ideal,I,VVS2,61.7575931301403,57.0,4.53,4.49,2.81,0.3001045924503381,4.060443010546419,756.6436903291218
0.35,Premium,H,VS1,61.3,59.0,4.57,4.54,2.79,0.3001045924503381,4.0943445622221,755.8867724941448
0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,0.3001045924503381,4.0943445622221,729.7393261495572
0.35,Premium,H,VS1,62.6,58.0,4.52,4.49,2.82,0.3001045924503381,4.07753744390572,746.7365023596738
0.35,Premium,H,VS1,61.7,59.0,4.53,4.51,2.79,0.3001045924503381,4.0943445622221,739.8129514261869
0.35,Ideal,E,SI1,61.7575931301403,55.0,4.57,4.53,2.77,0.3001045924503381,4.02535169073515,766.0360932207972
0.35,Ideal,E,SI1,59.7,60.0,4.58,4.53,2.72,0.3001045924503381,4.110873864173311,765.1954273582907
0.35,Ideal,E,SI1,61.0,57.0,4.57,4.54,2.78,0.3001045924503381,4.060443010546419,783.2103883546833
0.35,Premium,E,SI1,61.2,58.0,4.59,4.53,2.79,0.3001045924503381,4.07753744390572,773.3794781286629
0.35,Ideal,E,SI1,62.3,56.0,4.56,4.53,2.83,0.3001045924503381,4.04305126783455,803.9408731333087
0.35,Premium,E,SI1,60.7,59.0,4.57,4.52,2.76,0.3001045924503381,4.0943445622221,753.1767295032893
0.35,Premium,E,SI1,62.7,57.0,4.52,4.47,2.82,0.3001045924503381,4.060443010546419,756.3592944465026
0.35,Premium,E,SI1,61.7575931301403,58.0,4.52,4.48,2.83,0.3001045924503381,4.07753744390572,767.4608338225374
0.3,Premium,E,VS2,62.6,62.0,4.25,4.21,2.65,0.262364264467491,4.143134726391533,671.2132103786419
0.35,Very Good,H,VS1,60.8,57.0,4.57,4.54,2.77,0.3001045924503381,4.060443010546419,736.1286899931087
0.35,Ideal,F,VS1,62.4,57.0,4.49,4.52,2.81,0.3001045924503381,4.060443010546419,900.1564651111476
0.39,Good,F,VS2,63.3,55.0,4.63,4.66,2.94,0.3293037471426004,4.02535169073515,926.5652770734578
0.31,Premium,D,VS1,61.7575931301403,58.0,4.4,4.45,2.64,0.27002713721306015,4.07753744390572,807.4823885876024
0.31,Ideal,E,VVS2,61.5,59.0,4.36,4.39,2.69,0.27002713721306015,4.0943445622221,910.3759874746046
0.31,Ideal,G,VVS1,60.9,55.0,4.4,4.43,2.69,0.27002713721306015,4.02535169073515,872.4400325003206
0.31,Ideal,G,VVS1,62.1,55.0,4.34,4.39,2.71,0.27002713721306015,4.02535169073515,858.8665023183274
0.31,Ideal,G,VVS1,61.5,55.0,4.39,4.42,2.71,0.27002713721306015,4.02535169073515,881.075605923867
0.31,Ideal,G,VVS1,62.0,54.0,4.38,4.39,2.72,0.27002713721306015,4.007333185232471,873.8575480744737
0.31,Ideal,G,VVS1,61.3,56.0,4.37,4.41,2.69,0.27002713721306015,4.04305126783455,865.1681896641063
0.31,Ideal,G,VVS1,61.8,54.0,4.39,4.41,2.72,0.27002713721306015,4.007333185232471,880.1690237655305
0.31,Ideal,G,VVS1,62.5,54.0,4.36,4.38,2.73,0.27002713721306015,4.007333185232471,872.0479159349527
0.31,Ideal,G,VVS1,61.8,54.0,4.38,4.42,2.72,0.27002713721306015,4.007333185232471,877.7438274036251
0.31,Ideal,G,VVS1,62.3,54.0,4.37,4.4,2.73,0.27002713721306015,4.007333185232471,878.346336415725
0.31,Ideal,G,VVS1,62.2,55.0,4.33,4.38,2.71,0.27002713721306015,4.02535169073515,853.927451618618
0.31,Ideal,G,VVS1,60.2,58.0,4.37,4.4,2.64,0.27002713721306015,4.07753744390572,842.6595379203903
0.31,Ideal,G,VVS1,61.9,55.0,4.38,4.41,2.72,0.27002713721306015,4.02535169073515,882.9416411214153
0.31,Ideal,G,VVS1,61.7575931301403,54.0,4.38,4.41,2.72,0.27002713721306015,4.007333185232471,876.3041098895221
0.7,Ideal,G,VVS1,62.5,54.0,4.34,4.37,2.72,0.5306282510621704,4.007333185232471,799.5449218729042
0.31,Ideal,G,VVS1,61.9,57.0,4.35,4.37,2.7,0.27002713721306015,4.060443010546419,865.5311166847483
0.31,Ideal,G,VVS1,62.0,55.0,4.34,4.37,2.7,0.27002713721306015,4.02535169073515,849.6898672173926
0.31,Ideal,G,SI1,61.6,55.0,4.38,4.42,2.71,0.27002713721306015,4.02535169073515,602.5618427111144
0.31,Ideal,G,VVS1,62.1,55.0,4.33,4.36,2.7,0.27002713721306015,4.02535169073515,844.8035268696902
0.31,Ideal,G,VVS1,61.7575931301403,53.0,4.35,4.39,2.71,0.27002713721306015,3.9889840465642745,849.492011853652
0.31,Ideal,G,VVS1,61.6,57.0,4.34,4.36,2.68,0.27002713721306015,4.060443010546419,847.3450314732276
0.31,Ideal,G,SI1,61.0,57.0,4.38,4.4,2.68,0.27002713721306015,4.060443010546419,595.3254936770601
0.31,Ideal,G,SI1,61.0,57.0,4.36,4.4,2.67,0.27002713721306015,4.060443010546419,585.8057351617565
0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,0.27002713721306015,4.007333185232471,846.5665916843873
0.31,Ideal,G,VVS1,62.1,53.0,4.36,4.4,2.72,0.27002713721306015,3.9889840465642745,861.3500040365585
0.38,Ideal,F,VS2,62.1,53.8,4.66,4.67,2.9,0.3220834991691133,4.00369019395397,962.4536163647512
0.43,Ideal,I,VS1,62.2,53.0,4.86,4.91,3.04,0.35767444427181594,3.9889840465642745,939.8751344519387
0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,0.35767444427181594,4.04305126783455,944.6242677370576
0.31,Ideal,H,IF,61.3,56.0,4.37,4.41,2.69,0.27002713721306015,4.04305126783455,846.8248203888343
0.31,Ideal,H,IF,61.4,56.0,4.39,4.41,2.7,0.27002713721306015,4.04305126783455,860.7072877316981
0.31,Ideal,H,IF,61.3,56.0,4.39,4.42,2.7,0.27002713721306015,4.04305126783455,861.9385614919165
0.31,Ideal,G,IF,61.8,57.0,4.32,4.35,2.68,0.27002713721306015,4.060443010546419,915.8729816833503
0.31,Ideal,H,IF,62.0,57.0,4.38,4.4,2.72,0.27002713721306015,4.060443010546419,875.4017523693067
0.31,Ideal,H,SI1,62.3,55.0,4.32,4.35,2.7,0.27002713721306015,4.02535169073515,517.2195279737763
0.31,Ideal,H,IF,61.2,56.0,4.36,4.4,2.68,0.27002713721306015,4.04305126783455,835.4681739449052
0.31,Ideal,H,IF,62.2,54.0,4.38,4.4,2.73,0.27002713721306015,4.007333185232471,863.3326125003298
0.36,Very Good,E,VS2,61.3,60.0,4.55,4.59,2.8,0.3074846997479606,4.110873864173311,885.9681769941211
0.3,Premium,G,VVS1,61.7575931301403,59.0,4.28,4.33,2.66,0.262364264467491,4.0943445622221,794.8213055296136
0.3,Ideal,E,VVS2,60.2,57.0,4.37,4.4,2.64,0.262364264467491,4.060443010546419,870.347042089668
0.3,Ideal,E,VVS2,61.6,57.0,4.29,4.32,2.65,0.262364264467491,4.060443010546419,838.0549513881008
0.3,Ideal,G,VVS1,62.6,54.0,4.25,4.28,2.67,0.262364264467491,4.007333185232471,784.388373089768
0.36,Very Good,E,VS2,62.1,59.0,4.55,4.59,2.84,0.3074846997479606,4.0943445622221,907.6765264017441
0.3,Ideal,H,IF,60.8,56.0,4.35,4.37,2.65,0.262364264467491,4.04305126783455,810.8195738264042
0.3,Ideal,E,VVS2,61.7,57.0,4.31,4.34,2.67,0.262364264467491,4.060443010546419,860.8649153282306
0.3,Very Good,E,VVS2,61.7575931301403,60.0,4.25,4.28,2.62,0.262364264467491,4.110873864173311,791.8590130783801
0.36,Ideal,F,VS1,61.9,56.0,4.56,4.59,2.83,0.3074846997479606,4.04305126783455,943.0032592943048
0.3,Very Good,G,VVS1,62.7,59.0,4.22,4.27,2.66,0.262364264467491,4.0943445622221,770.4341595116668
0.3,Ideal,H,IF,61.5,56.0,4.31,4.34,2.66,0.262364264467491,4.04305126783455,799.8602143265833
0.3,Ideal,G,VVS1,62.3,55.0,4.29,4.31,2.68,0.262364264467491,4.02535169073515,813.4764984567688
0.3,Good,G,VVS1,63.3,55.0,4.26,4.3,2.71,0.262364264467491,4.02535169073515,771.757531576614
0.3,Ideal,E,VVS2,61.7,55.0,4.28,4.31,2.65,0.262364264467491,4.02535169073515,821.4183248055566
0.3,Ideal,G,VVS1,61.7575931301403,55.0,4.31,4.34,2.68,0.262364264467491,4.02535169073515,823.7941618723391
0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,0.262364264467491,4.04305126783455,807.3812430729507
0.3,Ideal,E,VVS2,61.9,57.0,4.28,4.32,2.66,0.262364264467491,4.060443010546419,841.0314188325925
0.3,Very Good,G,SI1,62.9,57.0,4.26,4.3,2.69,0.262364264467491,4.060443010546419,545.6800767087996
0.3,Very Good,E,VVS2,60.8,60.0,4.27,4.31,2.61,0.262364264467491,4.110873864173311,795.4692507296902
0.36,Very Good,E,SI1,62.3,58.0,4.51,4.55,2.82,0.3074846997479606,4.07753744390572,768.2749457664481
0.3,Premium,G,VVS1,60.7,58.0,4.34,4.36,2.64,0.262364264467491,4.07753744390572,800.7839990041344
0.36,Ideal,F,VS1,62.5,57.0,4.53,4.56,2.84,0.3074846997479606,4.060443010546419,940.79957900396
0.36,Ideal,F,VS1,60.1,57.0,4.62,4.67,2.79,0.3074846997479606,4.060443010546419,955.6346399303956
0.3,Very Good,E,VVS2,61.3,59.0,4.3,4.32,2.64,0.262364264467491,4.0943445622221,820.4486701613223
0.31,Ideal,J,VVS2,61.8,54.0,4.38,4.39,2.71,0.27002713721306015,4.007333185232471,556.5990708925068
0.7,Ideal,G,SI1,61.8,54.0,4.46,4.5,2.77,0.5306282510621704,4.007333185232471,612.1634754009289
0.28,Ideal,F,SI1,62.3,54.0,4.21,4.23,2.63,0.2468600779315258,4.007333185232471,546.7565722969375
0.3,Ideal,H,VS2,61.7,57.0,4.28,4.32,2.65,0.262364264467491,4.060443010546419,559.101297883125
0.3,Ideal,I,VS1,61.5,58.0,4.28,4.31,2.64,0.262364264467491,4.07753744390572,524.3287625694261
0.34,Ideal,G,SI2,62.4,54.0,4.49,4.52,2.81,0.29266961396282,4.007333185232471,568.3119738082809
0.34,Ideal,E,SI2,61.3,55.0,4.49,4.52,2.76,0.29266961396282,4.02535169073515,610.6555499684561
0.34,Ideal,E,SI2,61.4,55.0,4.5,4.52,2.77,0.29266961396282,4.02535169073515,617.9832579296753
0.37,Premium,J,VS2,60.7,60.0,4.65,4.68,2.83,0.31481073984003355,4.110873864173311,590.071598159607
0.37,Premium,J,VS2,61.1,60.0,4.6,4.63,2.82,0.31481073984003355,4.110873864173311,568.9554709353455
0.35,Good,E,SI2,61.7575931301403,55.0,4.45,4.49,2.86,0.3001045924503381,4.02535169073515,604.054824418269
0.33,Ideal,J,VS1,61.9,57.0,4.45,4.47,2.76,0.2851789422336624,4.060443010546419,544.4755054068331
0.36,Very Good,E,VS2,62.8,56.0,4.51,4.54,2.84,0.3074846997479606,4.04305126783455,867.669976039399
0.36,Ideal,E,VS2,62.6,56.0,4.52,4.56,2.84,0.3074846997479606,4.04305126783455,901.8894101489848
0.36,Premium,F,VS1,60.7,58.0,4.57,4.62,2.79,0.3074846997479606,4.07753744390572,903.460469544549
0.3,Ideal,G,VVS1,61.7,57.0,4.3,4.32,2.66,0.262364264467491,4.060443010546419,817.0911541031376
0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,0.262364264467491,4.07753744390572,793.7365873744301
0.7,Premium,G,VS2,60.3,59.0,4.58,4.64,2.78,0.5306282510621704,4.0943445622221,749.2461986081345
0.3,Good,G,VVS1,63.5,57.0,4.24,4.27,2.7,0.262364264467491,4.060443010546419,766.9361880256303
0.3,Premium,H,IF,60.4,60.0,4.3,4.34,2.61,0.262364264467491,4.110873864173311,760.8688865827401
0.36,Premium,E,VS2,61.3,60.0,4.54,4.59,2.8,0.3074846997479606,4.110873864173311,879.549362091306
0.36,Very Good,G,VS2,59.8,57.0,4.56,4.61,2.74,0.3074846997479606,4.060443010546419,752.5584320391326
0.3,Very Good,G,VVS1,62.4,57.0,4.27,4.29,2.67,0.262364264467491,4.060443010546419,784.4574900276242
0.7,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,0.5306282510621704,4.02535169073515,847.0545760284512
0.3,Good,G,VVS1,63.2,58.0,4.23,4.25,2.68,0.262364264467491,4.07753744390572,754.8698577792179
0.3,Premium,E,VVS2,61.5,60.0,4.28,4.31,2.64,0.262364264467491,4.110873864173311,815.4083181056625
0.3,Good,G,VVS1,63.1,58.0,4.28,4.31,2.71,0.262364264467491,4.07753744390572,796.2163116209153
0.36,Ideal,E,VS2,61.7575931301403,55.0,4.57,4.63,2.84,0.3074846997479606,4.02535169073515,924.0527583927927
0.3,Ideal,E,VVS2,61.4,57.0,4.32,4.34,2.66,0.262364264467491,4.060443010546419,857.8183391498974
0.3,Ideal,E,VVS2,61.8,56.0,4.33,4.35,2.68,0.262364264467491,4.04305126783455,870.1778238136385
0.36,Premium,E,VS2,61.7575931301403,59.0,4.6,4.68,2.75,0.3074846997479606,4.0943445622221,876.9196937610134
0.3,Ideal,G,VVS1,61.7575931301403,54.0,4.31,4.32,2.7,0.262364264467491,4.007333185232471,827.4115362112491
0.36,Very Good,E,VS2,60.3,62.0,4.56,4.59,2.76,0.3074846997479606,4.143134726391533,873.8565024385937
0.3,Very Good,H,IF,62.9,58.0,4.26,4.29,2.69,0.262364264467491,4.07753744390572,781.9565644496474
0.36,Ideal,E,VS2,61.1,56.0,4.6,4.63,2.82,0.3074846997479606,4.04305126783455,928.0953115676909
0.3,Ideal,E,VVS2,61.8,56.0,4.31,4.33,2.67,0.262364264467491,4.04305126783455,853.5713694238344
0.3,Very Good,G,VVS1,61.9,59.0,4.28,4.31,2.66,0.262364264467491,4.0943445622221,794.8125839225768
0.3,Good,G,VVS1,63.4,56.0,4.27,4.31,2.72,0.262364264467491,4.04305126783455,787.9056324808118
0.3,Very Good,E,VVS2,61.4,58.0,4.25,4.28,2.62,0.262364264467491,4.07753744390572,780.7698379128173
0.3,Ideal,H,IF,61.8,55.0,4.3,4.31,2.66,0.262364264467491,4.02535169073515,787.2965480194028
0.3,Ideal,G,VVS1,62.2,57.0,4.27,4.31,2.67,0.262364264467491,4.060443010546419,811.8694015489277
0.3,Very Good,G,VVS1,60.6,61.0,4.33,4.35,2.63,0.262364264467491,4.127134385045092,808.5252134869403
0.3,Ideal,H,IF,62.1,55.0,4.27,4.3,2.66,0.262364264467491,4.02535169073515,776.2375372953877
0.36,Ideal,E,VS2,61.9,56.0,4.56,4.59,2.83,0.3074846997479606,4.04305126783455,914.2449866371043
0.3,Very Good,E,VVS2,61.9,59.0,4.27,4.32,2.66,0.262364264467491,4.0943445622221,822.7104155010628
0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,0.3074846997479606,4.04305126783455,899.2763051710111
0.36,Ideal,E,VS2,61.2,57.0,4.6,4.62,2.82,0.3074846997479606,4.060443010546419,933.3528417613328
0.3,Premium,E,VVS2,61.8,58.0,4.26,4.29,2.64,0.262364264467491,4.07753744390572,795.3105900140671
